Source,Year,Series,Target,Value
Sri Lanka,2020,Major trading partner 2 (% of imports),India,19.3
Sri Lanka,2010,Major trading partner 3 (% of exports),India,5.7
Sri Lanka,2015,Major trading partner 3 (% of exports),India,6.9
Sri Lanka,2020,Major trading partner 3 (% of exports),India,6.1
Sri Lanka,2010,Major trading partner 3 (% of imports),United Arab Emirates,2.7
Sri Lanka,2015,Major trading partner 3 (% of imports),United Arab Emirates,5.7
Sri Lanka,2020,Major trading partner 3 (% of imports),United Arab Emirates,5.7
State of Palestine,2010,Major trading partner 1 (% of exports),Israel,84.9
State of Palestine,2015,Major trading partner 1 (% of exports),Israel,83.9
State of Palestine,2020,Major trading partner 1 (% of exports),Israel,81.3
State of Palestine,2010,Major trading partner 1 (% of imports),Israel,72.6
State of Palestine,2015,Major trading partner 1 (% of imports),Israel,58.3
State of Palestine,2020,Major trading partner 1 (% of imports),Israel,55
State of Palestine,2010,Major trading partner 2 (% of exports),Jordan,5.4
State of Palestine,2015,Major trading partner 2 (% of exports),Jordan,6.3
State of Palestine,2020,Major trading partner 2 (% of exports),Jordan,6.5
State of Palestine,2010,Major trading partner 2 (% of imports),Turkey,4.5
State of Palestine,2015,Major trading partner 2 (% of imports),Turkey,7.3
State of Palestine,2020,Major trading partner 2 (% of imports),Turkey,10.1
State of Palestine,2010,Major trading partner 3 (% of exports),United Arab Emirates,2
State of Palestine,2015,Major trading partner 3 (% of exports),United Arab Emirates,2
State of Palestine,2020,Major trading partner 3 (% of exports),United Arab Emirates,2.9
State of Palestine,2010,Major trading partner 3 (% of imports),China,4.6
State of Palestine,2015,Major trading partner 3 (% of imports),China,7
State of Palestine,2020,Major trading partner 3 (% of imports),China,6.8
Sudan,2015,Major trading partner 1 (% of exports),United Arab Emirates,14.4
Sudan,2020,Major trading partner 1 (% of exports),United Arab Emirates,27.5
Sudan,2015,Major trading partner 1 (% of imports),China,22.8
Sudan,2020,Major trading partner 1 (% of imports),China,17.4
Sudan,2015,Major trading partner 2 (% of exports),China,56.4
Sudan,2020,Major trading partner 2 (% of exports),China,20.3
Sudan,2015,Major trading partner 2 (% of imports),Russian Federation,1.2
Sudan,2020,Major trading partner 2 (% of imports),Russian Federation,15.1
Sudan,2015,Major trading partner 3 (% of exports),Saudi Arabia,14.4
Sudan,2020,Major trading partner 3 (% of exports),Saudi Arabia,16.3
Sudan,2015,Major trading partner 3 (% of imports),Saudi Arabia,4.7
Sudan,2020,Major trading partner 3 (% of imports),Saudi Arabia,10.2
Suriname,2010,Major trading partner 1 (% of exports),Areas nes,0
Suriname,2015,Major trading partner 1 (% of exports),Areas nes,57.8
Suriname,2020,Major trading partner 1 (% of exports),Areas nes,39.5
Suriname,2010,Major trading partner 1 (% of imports),United States,24.6
Suriname,2015,Major trading partner 1 (% of imports),United States,21.2
Suriname,2020,Major trading partner 1 (% of imports),United States,21.7
Suriname,2010,Major trading partner 2 (% of exports),United Arab Emirates,13.7
Suriname,2015,Major trading partner 2 (% of exports),United Arab Emirates,22.9
Suriname,2020,Major trading partner 2 (% of exports),United Arab Emirates,36.7
Suriname,2010,Major trading partner 2 (% of imports),Areas nes,0
Suriname,2015,Major trading partner 2 (% of imports),Areas nes,28.1
Suriname,2020,Major trading partner 2 (% of imports),Areas nes,14.6
Suriname,2010,Major trading partner 3 (% of exports),Belgium,10.1
Suriname,2015,Major trading partner 3 (% of exports),Belgium,8.3
Suriname,2020,Major trading partner 3 (% of exports),Belgium,8.2
Suriname,2010,Major trading partner 3 (% of imports),Netherlands,17.5
Suriname,2015,Major trading partner 3 (% of imports),Netherlands,9.3
Suriname,2020,Major trading partner 3 (% of imports),Netherlands,12
Sweden,2010,Major trading partner 1 (% of exports),Norway,10
Sweden,2015,Major trading partner 1 (% of exports),Norway,10.2
Sweden,2020,Major trading partner 1 (% of exports),Norway,10.5
Sweden,2010,Major trading partner 1 (% of imports),Germany,18
Sweden,2015,Major trading partner 1 (% of imports),Germany,17.9
Sweden,2020,Major trading partner 1 (% of imports),Germany,18.2
Sweden,2010,Major trading partner 2 (% of exports),Germany,10.5
Sweden,2015,Major trading partner 2 (% of exports),Germany,11.2
Sweden,2020,Major trading partner 2 (% of exports),Germany,10.4
Sweden,2010,Major trading partner 2 (% of imports),Netherlands,6.2
Sweden,2015,Major trading partner 2 (% of imports),Netherlands,8.3
Sweden,2020,Major trading partner 2 (% of imports),Netherlands,9.8
Sweden,2010,Major trading partner 3 (% of exports),United States,7.4
Sweden,2015,Major trading partner 3 (% of exports),United States,7.8
Sweden,2020,Major trading partner 3 (% of exports),United States,8.1
Sweden,2010,Major trading partner 3 (% of imports),Norway,8.7
Sweden,2015,Major trading partner 3 (% of imports),Norway,8.2
Sweden,2020,Major trading partner 3 (% of imports),Norway,9
Switzerland,2010,Major trading partner 1 (% of exports),United States,10.1
Switzerland,2015,Major trading partner 1 (% of exports),United States,10.6
Switzerland,2020,Major trading partner 1 (% of exports),United States,23
Switzerland,2010,Major trading partner 1 (% of imports),Germany,31.9
Switzerland,2015,Major trading partner 1 (% of imports),Germany,20.6
Switzerland,2020,Major trading partner 1 (% of imports),Germany,19.5
Switzerland,2010,Major trading partner 2 (% of exports),Germany,19.3
Switzerland,2015,Major trading partner 2 (% of exports),Germany,14.2
Switzerland,2020,Major trading partner 2 (% of exports),Germany,15.4
Switzerland,2010,Major trading partner 2 (% of imports),Italy,10.2
Switzerland,2015,Major trading partner 2 (% of imports),Italy,7.7
Switzerland,2020,Major trading partner 2 (% of imports),Italy,8.2
Switzerland,2010,Major trading partner 3 (% of exports),China,3.7
Switzerland,2015,Major trading partner 3 (% of exports),China,7
Switzerland,2020,Major trading partner 3 (% of exports),China,5.5
Switzerland,2010,Major trading partner 3 (% of imports),United States,5.4
Switzerland,2015,Major trading partner 3 (% of imports),United States,8
Switzerland,2020,Major trading partner 3 (% of imports),United States,7.2
Syrian Arab Republic,2010,Major trading partner 1 (% of exports),Turkey,5.5
Syrian Arab Republic,2015,Major trading partner 1 (% of exports),Turkey,5.9
Syrian Arab Republic,2020,Major trading partner 1 (% of exports),Turkey,29.6
Syrian Arab Republic,2010,Major trading partner 1 (% of imports),Turkey,9.5
Syrian Arab Republic,2015,Major trading partner 1 (% of imports),Turkey,27.8
Syrian Arab Republic,2020,Major trading partner 1 (% of imports),Turkey,29.9
Syrian Arab Republic,2010,Major trading partner 2 (% of exports),Saudi Arabia,4.8
Syrian Arab Republic,2015,Major trading partner 2 (% of exports),Saudi Arabia,11.4
Syrian Arab Republic,2020,Major trading partner 2 (% of exports),Saudi Arabia,16.5
Syrian Arab Republic,2010,Major trading partner 2 (% of imports),China,8.8
Syrian Arab Republic,2015,Major trading partner 2 (% of imports),China,18.7
Syrian Arab Republic,2020,Major trading partner 2 (% of imports),China,15.6
Syrian Arab Republic,2010,Major trading partner 3 (% of exports),Egypt,3.4
Syrian Arab Republic,2015,Major trading partner 3 (% of exports),Egypt,18.2
Syrian Arab Republic,2020,Major trading partner 3 (% of exports),Egypt,8.7
Syrian Arab Republic,2010,Major trading partner 3 (% of imports),United Arab Emirates,1.3
Syrian Arab Republic,2015,Major trading partner 3 (% of imports),United Arab Emirates,4.1
Syrian Arab Republic,2020,Major trading partner 3 (% of imports),United Arab Emirates,14.8
Tajikistan,2010,Major trading partner 1 (% of exports),Switzerland,0
Tajikistan,2015,Major trading partner 1 (% of exports),Switzerland,14.1
Tajikistan,2020,Major trading partner 1 (% of exports),Switzerland,51.2
Tajikistan,2010,Major trading partner 1 (% of imports),China,43.4
Tajikistan,2015,Major trading partner 1 (% of imports),China,46.8
Tajikistan,2020,Major trading partner 1 (% of imports),China,31.6
Tajikistan,2010,Major trading partner 2 (% of exports),Turkey,23.1
Tajikistan,2015,Major trading partner 2 (% of exports),Turkey,20.4
Tajikistan,2020,Major trading partner 2 (% of exports),Turkey,9.8
Tajikistan,2010,Major trading partner 2 (% of imports),Russian Federation,21.2
Tajikistan,2015,Major trading partner 2 (% of imports),Russian Federation,19.8
Tajikistan,2020,Major trading partner 2 (% of imports),Russian Federation,22.7
Tajikistan,2010,Major trading partner 3 (% of exports),Afghanistan,8
Tajikistan,2015,Major trading partner 3 (% of exports),Afghanistan,9.2
Tajikistan,2020,Major trading partner 3 (% of exports),Afghanistan,8.9
Tajikistan,2010,Major trading partner 3 (% of imports),Kazakhstan,8.2
Tajikistan,2015,Major trading partner 3 (% of imports),Kazakhstan,10.9
Tajikistan,2020,Major trading partner 3 (% of imports),Kazakhstan,15.8
Thailand,2010,Major trading partner 1 (% of exports),United States,10.4
Thailand,2015,Major trading partner 1 (% of exports),United States,11.2
Thailand,2020,Major trading partner 1 (% of exports),United States,12.7
Thailand,2010,Major trading partner 1 (% of imports),China,13.3
Thailand,2015,Major trading partner 1 (% of imports),China,20.3
Thailand,2020,Major trading partner 1 (% of imports),China,21.1
Thailand,2010,Major trading partner 2 (% of exports),China,11
Thailand,2015,Major trading partner 2 (% of exports),China,11.1
Thailand,2020,Major trading partner 2 (% of exports),China,12
Thailand,2010,Major trading partner 2 (% of imports),Japan,20.8
Thailand,2015,Major trading partner 2 (% of imports),Japan,15.4
Thailand,2020,Major trading partner 2 (% of imports),Japan,14
Thailand,2010,Major trading partner 3 (% of exports),Japan,10.5
Thailand,2015,Major trading partner 3 (% of exports),Japan,9.4
Thailand,2020,Major trading partner 3 (% of exports),Japan,9.9
Thailand,2010,Major trading partner 3 (% of imports),United States,5.9
Thailand,2015,Major trading partner 3 (% of imports),United States,6.9
Thailand,2020,Major trading partner 3 (% of imports),United States,7.4
Timor-Leste,2015,Major trading partner 1 (% of exports),Singapore,2.9
Timor-Leste,2020,Major trading partner 1 (% of exports),Singapore,45.7
Timor-Leste,2010,Major trading partner 1 (% of imports),Indonesia,19.3
Timor-Leste,2015,Major trading partner 1 (% of imports),Indonesia,31.9
Timor-Leste,2020,Major trading partner 1 (% of imports),Indonesia,34.1
Timor-Leste,2010,Major trading partner 2 (% of exports),Republic of Korea,0.2
Timor-Leste,2015,Major trading partner 2 (% of exports),Republic of Korea,2
Timor-Leste,2020,Major trading partner 2 (% of exports),Republic of Korea,21.8
Timor-Leste,2010,Major trading partner 2 (% of imports),China,4.7
Timor-Leste,2015,Major trading partner 2 (% of imports),China,15.1
Timor-Leste,2020,Major trading partner 2 (% of imports),China,31.7
Timor-Leste,2010,Major trading partner 3 (% of exports),Japan,60.9
Timor-Leste,2015,Major trading partner 3 (% of exports),Japan,3.3
Timor-Leste,2020,Major trading partner 3 (% of exports),Japan,14.1
Timor-Leste,2015,Major trading partner 3 (% of imports),Singapore,13.1
Timor-Leste,2020,Major trading partner 3 (% of imports),Singapore,8.6
Togo,2010,Major trading partner 1 (% of exports),Burkina Faso,9.2
Togo,2015,Major trading partner 1 (% of exports),Burkina Faso,13.7
Togo,2020,Major trading partner 1 (% of exports),Burkina Faso,14.4
Togo,2010,Major trading partner 1 (% of imports),China,15.8
Togo,2015,Major trading partner 1 (% of imports),China,19.7
Togo,2020,Major trading partner 1 (% of imports),China,21.8
Togo,2010,Major trading partner 2 (% of exports),Benin,4.6
Togo,2015,Major trading partner 2 (% of exports),Benin,12.6
Togo,2020,Major trading partner 2 (% of exports),Benin,12
Togo,2010,Major trading partner 2 (% of imports),France,12.5
Togo,2015,Major trading partner 2 (% of imports),France,8.7
Togo,2020,Major trading partner 2 (% of imports),France,8.1
Togo,2010,Major trading partner 3 (% of exports),India,8.1
Togo,2015,Major trading partner 3 (% of exports),India,8.3
Togo,2020,Major trading partner 3 (% of exports),India,11.7
Togo,2010,Major trading partner 3 (% of imports),United States,2.3
Togo,2015,Major trading partner 3 (% of imports),United States,2.7
Togo,2020,Major trading partner 3 (% of imports),United States,6.6
Tokelau,2015,Major trading partner 1 (% of exports),Singapore,4.1
Tokelau,2020,Major trading partner 1 (% of exports),Singapore,22.6
Tokelau,2010,Major trading partner 1 (% of imports),New Zealand,0.3
Tokelau,2015,Major trading partner 1 (% of imports),New Zealand,0.2
Tokelau,2020,Major trading partner 1 (% of imports),New Zealand,29.5
Tokelau,2010,Major trading partner 2 (% of exports),South Africa,4.5
Tokelau,2015,Major trading partner 2 (% of exports),South Africa,2.5
Tokelau,2020,Major trading partner 2 (% of exports),South Africa,17.9
Tokelau,2010,Major trading partner 2 (% of imports),Samoa,0.1
Tokelau,2015,Major trading partner 2 (% of imports),Samoa,27.3
Tokelau,2020,Major trading partner 2 (% of imports),Samoa,19.6
Tokelau,2010,Major trading partner 3 (% of exports),United States,11.9
Tokelau,2015,Major trading partner 3 (% of exports),United States,7.7
Tokelau,2020,Major trading partner 3 (% of exports),United States,13.6
Tokelau,2010,Major trading partner 3 (% of imports),Ireland,5.9
Tokelau,2015,Major trading partner 3 (% of imports),Ireland,7.4
Tokelau,2020,Major trading partner 3 (% of imports),Ireland,14.4
Tonga,2010,Major trading partner 1 (% of exports),United States,16.2
Tonga,2015,Major trading partner 1 (% of exports),United States,28.1
Tonga,2020,Major trading partner 1 (% of exports),United States,34.3
Tonga,2010,Major trading partner 1 (% of imports),New Zealand,31.9
Tonga,2015,Major trading partner 1 (% of imports),New Zealand,26.5
Tonga,2020,Major trading partner 1 (% of imports),New Zealand,27.3
Tonga,2010,Major trading partner 2 (% of exports),New Zealand,16.5
Tonga,2015,Major trading partner 2 (% of exports),New Zealand,16.2
Tonga,2020,Major trading partner 2 (% of exports),New Zealand,19.7
Tonga,2010,Major trading partner 2 (% of imports),Fiji,10.1
Tonga,2015,Major trading partner 2 (% of imports),Fiji,26.8
Tonga,2020,Major trading partner 2 (% of imports),Fiji,23.1
Tonga,2010,Major trading partner 3 (% of exports),Australia,3.9
Tonga,2015,Major trading partner 3 (% of exports),Australia,8.6
Tonga,2020,Major trading partner 3 (% of exports),Australia,15
Tonga,2010,Major trading partner 3 (% of imports),China,5.3
Tonga,2015,Major trading partner 3 (% of imports),China,15.6
Tonga,2020,Major trading partner 3 (% of imports),China,17.7
Trinidad and Tobago,2010,Major trading partner 1 (% of exports),United States,48.1
